timestamp_ms,cpu_usage_usec,cpu_percent,mem_bytes
1770459135576,7786,1.91,110592
1770459135632,7786,0.00,110592
1770459135687,7786,0.00,110592
1770459135741,7786,0.00,110592
1770459135792,13818,1.50,249856
