timestamp_ms,cpu_usage_usec,cpu_percent,mem_bytes
1770373505449,33387,8.28,1826816
1770373505500,107655,18.41,4747264
1770373505551,198697,22.35,5861376
1770373505611,248404,10.30,6475776
1770373505662,248404,0.00,6475776
1770373505713,248404,0.00,6475776
1770373505764,248404,0.00,6475776
1770373505826,250346,0.39,6492160
