timestamp_ms,cpu_usage_usec,cpu_percent,mem_bytes
1770395920969,15812,3.93,614400
1770395921019,91859,18.89,4337664
1770395921070,178617,21.52,5861376
1770395921120,262946,20.87,7016448
1770395921174,264644,0.39,6754304
1770395921225,264644,0.00,6746112
1770395921278,264644,0.00,6746112
1770395921329,268535,0.96,6782976
1770395921379,268535,0.00,6778880
1770395921430,268867,0.08,7041024
1770395921487,268867,0.00,7041024
1770395921540,268867,0.00,7041024
1770395921595,268867,0.00,6791168
1770395921647,268867,0.00,6791168
1770395921707,268867,0.00,6791168
1770395921766,268867,0.00,6791168
1770395921821,274783,1.35,6832128
