timestamp_ms,cpu_usage_usec,cpu_percent,mem_bytes
1766155822264,2354,0.29,290816
1766155822364,162085,19.88,4980736
1766155822465,314789,19.00,6123520
1766155822565,335893,2.62,6053888
1766155822666,335893,0.00,6053888
1766155822767,338509,0.32,6074368
1766155822875,338509,0.00,6074368
1766155822975,338509,0.00,6074368
1766155823083,338509,0.00,6074368
1766155823186,338509,0.00,6074368
1766155823298,338509,0.00,6074368
1766155823401,338509,0.00,6074368
1766155823503,338509,0.00,6074368
1766155823612,338509,0.00,6074368
1766155823720,338509,0.00,6074368
1766155823828,338509,0.00,6074368
1766155823932,338509,0.00,6074368
1766155824032,338509,0.00,6074368
1766155824144,338509,0.00,6074368
1766155824244,338509,0.00,6074368
1766155824358,338509,0.00,6074368
1766155824464,338509,0.00,6074368
1766155824569,338509,0.00,6074368
1766155824686,338860,0.04,6598656
1766155824789,338860,0.00,6598656
1766155824894,346270,0.88,6643712
1766155824999,346270,0.00,6643712
1766155825100,353260,0.87,6434816
1766155825201,353260,0.00,6184960
1766155825307,353260,0.00,6184960
1766155825423,353260,0.00,6184960
1766155825526,353260,0.00,6184960
1766155825626,359127,0.73,6213632
1766155825727,359127,0.00,6213632
1766155825827,359127,0.00,6213632
1766155825930,359127,0.00,6213632
1766155826035,359127,0.00,6213632
1766155826135,359127,0.00,6213632
1766155826238,359127,0.00,6213632
1766155826338,359127,0.00,6213632
1766155826444,359127,0.00,6213632
1766155826547,359127,0.00,6213632
1766155826647,371504,1.54,6627328
1766155826748,541628,21.18,8146944
1766155826854,659702,13.96,9146368
1766155826957,659702,0.00,9146368
1766155827064,659702,0.00,9142272
1766155827171,659702,0.00,9142272
1766155827277,659702,0.00,9142272
1766155827384,659702,0.00,9142272
1766155827484,659702,0.00,9142272
1766155827585,659702,0.00,9134080
1766155827691,659702,0.00,9134080
1766155827791,659702,0.00,9134080
1766155827893,659702,0.00,9134080
1766155827994,659702,0.00,9134080
1766155828103,659702,0.00,9134080
1766155828203,659702,0.00,9134080
1766155828316,659702,0.00,9134080
1766155828426,659702,0.00,9134080
1766155828531,659702,0.00,9134080
1766155828639,659702,0.00,9134080
1766155828746,659702,0.00,9134080
1766155828855,659702,0.00,9134080
1766155828975,659702,0.00,9134080
1766155829084,659702,0.00,9134080
1766155829185,666585,0.85,9191424
1766155829295,666585,0.00,9187328
1766155829396,673489,0.85,9256960
1766155829516,673489,0.00,9252864
1766155829618,673489,0.00,9244672
1766155829722,673489,0.00,9244672
1766155829827,673489,0.00,9244672
1766155829937,673489,0.00,9244672
1766155830050,673489,0.00,9244672
1766155830151,673489,0.00,9244672
1766155830252,679081,0.70,9273344
1766155830358,679081,0.00,9265152
1766155830461,679081,0.00,9265152
1766155830565,679081,0.00,9265152
1766155830666,679081,0.00,9265152
1766155830767,679081,0.00,9265152
1766155830874,679081,0.00,9265152
1766155830975,679081,0.00,9265152
1766155831077,679081,0.00,9265152
1766155831190,679081,0.00,9265152
1766155831291,681062,0.25,10063872
1766155831393,832996,18.92,11739136
1766155831494,978333,17.68,12943360
1766155831668,978333,0.00,12939264
1766155831773,982388,0.48,13082624
1766155831883,982388,0.00,13082624
1766155831990,982388,0.00,13082624
1766155832098,982388,0.00,13082624
1766155832204,982388,0.00,13082624
1766155832305,982388,0.00,13082624
1766155832413,982388,0.00,13082624
1766155832515,982388,0.00,13082624
1766155832619,982388,0.00,13082624
1766155832720,982388,0.00,13082624
1766155832821,982388,0.00,13082624
1766155832928,982388,0.00,13082624
1766155833035,982388,0.00,13082624
1766155833143,982388,0.00,13082624
1766155833254,982388,0.00,13082624
1766155833355,1104456,15.17,15101952
1766155833455,1270990,20.74,16998400
1766155833562,1283714,1.49,16580608
1766155833668,1284276,0.07,16580608
1766155833777,1287963,0.42,16592896
1766155833879,1287963,0.00,16592896
1766155833982,1288097,0.02,16592896
1766155834087,1288097,0.00,16592896
1766155834192,1288097,0.00,16592896
1766155834299,1288097,0.00,16592896
1766155834399,1288097,0.00,16568320
1766155834500,1288097,0.00,16568320
1766155834605,1288097,0.00,16568320
1766155834706,1288097,0.00,16568320
1766155834808,1288097,0.00,16568320
1766155834910,1288097,0.00,16568320
1766155835012,1288097,0.00,16568320
1766155835117,1288097,0.00,16568320
1766155835225,1288097,0.00,16568320
1766155835336,1288097,0.00,16568320
1766155835442,1288097,0.00,16568320
1766155835563,1288097,0.00,16568320
1766155835669,1288097,0.00,16568320
1766155835771,1288097,0.00,16568320
1766155835888,1295459,0.78,16621568
1766155835989,1295459,0.00,16621568
1766155836095,1302413,0.82,16941056
