timestamp_ms,cpu_usage_usec,cpu_percent,mem_bytes
1766425998048,33697,4.19,536576
1766425998149,145777,13.95,1527808
1766425998249,258318,14.00,3330048
1766425998350,371355,14.07,5672960
1766425998450,482097,13.75,6950912
1766425998567,612153,13.93,7659520
1766425998672,721168,13.04,7417856
1766425998773,844334,15.18,8175616
1766425998874,964138,14.87,8708096
1766425998975,1081918,14.57,8966144
1766425999076,1185014,12.79,8892416
1766425999177,1306821,15.06,9838592
1766425999284,1433924,14.87,10457088
1766425999386,1584932,18.43,10162176
1766425999497,1695659,12.46,10338304
1766425999598,1947608,31.28,13115392
1766425999699,2108678,19.80,13611008
1766425999800,2287424,22.28,14622720
1766425999900,2454734,20.85,16093184
1766426000000,2667496,26.47,17432576
1766426000102,2813382,17.97,18706432
1766426000203,2992215,22.07,18186240
1766426000304,3167074,21.78,18874368
1766426000406,3402752,28.75,20545536
1766426000507,3596179,24.04,20795392
1766426000617,3765739,19.17,21204992
1766426000718,3934543,20.93,21655552
1766426000819,4150610,26.78,22126592
1766426000920,4272496,15.04,22294528
1766426001021,4378139,13.06,22126592
1766426001122,4543758,20.51,22765568
1766426001226,4709804,20.07,22884352
1766426001327,4818426,13.44,23445504
1766426001427,4975543,19.53,23281664
1766426001528,5083397,13.38,23609344
1766426001631,5193306,13.36,23633920
1766426001739,5325298,15.30,23465984
1766426001840,5427761,12.66,23756800
1766426001941,5537329,13.48,23752704
1766426002043,5652470,14.18,23781376
1766426002144,5759673,13.32,23801856
1766426002244,5835970,9.47,23863296
1766426002345,5835970,0.00,23601152
1766426002448,5851353,1.86,23838720
1766426002554,5967401,13.62,23920640
1766426002657,6080108,13.73,24154112
1766426002758,6184799,12.95,24428544
1766426002858,6291269,13.27,24776704
1766426002962,6414388,14.86,24883200
1766426003064,6520184,12.95,24530944
1766426003167,6627164,13.02,24936448
1766426003268,6738526,13.75,24756224
1766426003369,6829630,11.23,25137152
1766426003472,6867255,4.58,25128960
1766426003573,6978036,13.68,25468928
1766426003674,7082199,12.95,25755648
1766426003782,7115741,3.88,25268224
1766426003891,7115741,0.00,25268224
